County,Median Household Income
"San Patricio County, Texas",62919
"San Saba County, Texas",51350
"Schleicher County, Texas",54168
"Scurry County, Texas",60387
"Shackelford County, Texas",64690
"Shelby County, Texas",51551
"Sherman County, Texas",73395
"Smith County, Texas",67978
"Somervell County, Texas",75568
"Starr County, Texas",35758
"Stephens County, Texas",50710
"Sterling County, Texas",75895
"Stonewall County, Texas",53153
"Sutton County, Texas",68838
"Swisher County, Texas",52148
"Tarrant County, Texas",76285
"Taylor County, Texas",61798
"Terrell County, Texas",47969
"Terry County, Texas",46998
"Throckmorton County, Texas",50997
"Titus County, Texas",58411
"Tom Green County, Texas",60348
"Travis County, Texas",95151
"Trinity County, Texas",49629
"Tyler County, Texas",50722
"Upshur County, Texas",59690
"Upton County, Texas",61607
"Uvalde County, Texas",48427
"Val Verde County, Texas",52593
"Van Zandt County, Texas",57706
"Victoria County, Texas",67905
"Walker County, Texas",53301
"Waller County, Texas",75223
"Ward County, Texas",60775
"Washington County, Texas",66911
"Webb County, Texas",56289
"Wharton County, Texas",57487
"Wheeler County, Texas",55713
"Wichita County, Texas",56634
"Wilbarger County, Texas",52983
"Willacy County, Texas",41648
"Williamson County, Texas",101891
"Wilson County, Texas",79432
"Winkler County, Texas",69775
"Wise County, Texas",80096
"Wood County, Texas",57504
"Yoakum County, Texas",62748
"Young County, Texas",58297
"Zapata County, Texas",39403
"Zavala County, Texas",36237
"Beaver County, Utah",66394
"Box Elder County, Utah",79450
"Cache County, Utah",76631
"Carbon County, Utah",59243
"Daggett County, Utah",66427
"Davis County, Utah",103143
"Duchesne County, Utah",67256
"Emery County, Utah",64651
"Garfield County, Utah",66786
"Grand County, Utah",67218
"Iron County, Utah",66499
"Juab County, Utah",94181
"Kane County, Utah",66609
"Millard County, Utah",67318
"Morgan County, Utah",119482
"Piute County, Utah",54495
"Rich County, Utah",71800
"Salt Lake County, Utah",91713
"San Juan County, Utah",50452
"Sanpete County, Utah",65044
"Sevier County, Utah",73014
"Summit County, Utah",132358
"Tooele County, Utah",91353
"Uintah County, Utah",67554
"Utah County, Utah",95085
"Wasatch County, Utah",115793
"Washington County, Utah",75572
"Wayne County, Utah",63705
"Weber County, Utah",83465
"Addison County, Vermont",79526
"Bennington County, Vermont",69249
"Caledonia County, Vermont",61554
"Chittenden County, Vermont",86579
"Essex County, Vermont",54570
"Franklin County, Vermont",76395
"Grand Isle County, Vermont",76260
"Lamoille County, Vermont",65190
"Orange County, Vermont",73057
"Orleans County, Vermont",56818
"Rutland County, Vermont",61290
"Washington County, Vermont",77432
"Windham County, Vermont",61976
"Windsor County, Vermont",74244
"Accomack County, Virginia",56357
"Albemarle County, Virginia",94727
"Alleghany County, Virginia",52412
"Amelia County, Virginia",65835
"Amherst County, Virginia",61271
"Appomattox County, Virginia",62375
"Arlington County, Virginia",131020
"Augusta County, Virginia",77487
"Bath County, Virginia",59763
"Bedford County, Virginia",71135
"Bland County, Virginia",55722
"Botetourt County, Virginia",81122
"Brunswick County, Virginia",49080
"Buchanan County, Virginia",39652
"Buckingham County, Virginia",55965
"Campbell County, Virginia",63516
"Caroline County, Virginia",72210
"Carroll County, Virginia",51111
"Charles City County, Virginia",67596
"Charlotte County, Virginia",50151
"Chesterfield County, Virginia",100149
"Clarke County, Virginia",106914
"Craig County, Virginia",62672
"Culpeper County, Virginia",94287
"Cumberland County, Virginia",55257
"Dickenson County, Virginia",43271
"Dinwiddie County, Virginia",72695
"Essex County, Virginia",58214
"Fairfax County, Virginia",144632
"Fauquier County, Virginia",120301
"Floyd County, Virginia",62561
"Fluvanna County, Virginia",88162
"Franklin County, Virginia",68089
"Frederick County, Virginia",97091
"Giles County, Virginia",62716
"Gloucester County, Virginia",76960
"Goochland County, Virginia",113617
"Grayson County, Virginia",45414
"Greene County, Virginia",82772
"Greensville County, Virginia",47596
"Halifax County, Virginia",50578
"Hanover County, Virginia",103639
"Henrico County, Virginia",82187
"Henry County, Virginia",49370
"Highland County, Virginia",54470
"Isle of Wight County, Virginia",85227
"James City County, Virginia",103070
"King and Queen County, Virginia",62180
"King George County, Virginia",100092
"King William County, Virginia",82715
"Lancaster County, Virginia",60857
"Lee County, Virginia",41573
"Loudoun County, Virginia",167605
"Louisa County, Virginia",72569
"Lunenburg County, Virginia",47660
"Madison County, Virginia",71697
"Mathews County, Virginia",73827
"Mecklenburg County, Virginia",52092
"Middlesex County, Virginia",68881
"Montgomery County, Virginia",69668
"Nelson County, Virginia",66612
"New Kent County, Virginia",115627
"Northampton County, Virginia",52783
"Northumberland County, Virginia",67077
"Nottoway County, Virginia",50756
"Orange County, Virginia",81390
"Page County, Virginia",60061
"Patrick County, Virginia",49319
"Pittsylvania County, Virginia",49659
"Powhatan County, Virginia",105231
"Prince Edward County, Virginia",57400
"Prince George County, Virginia",76571
"Prince William County, Virginia",119051
"Pulaski County, Virginia",57731
"Rappahannock County, Virginia",85575
"Richmond County, Virginia",60180
"Roanoke County, Virginia",77010
"Rockbridge County, Virginia",64393
"Rockingham County, Virginia",72921
"Russell County, Virginia",49537
"Scott County, Virginia",43743
"Shenandoah County, Virginia",65289
"Smyth County, Virginia",45484
"Southampton County, Virginia",61246
"Spotsylvania County, Virginia",96322
"Stafford County, Virginia",134456
"Surry County, Virginia",65339
"Sussex County, Virginia",49340
"Tazewell County, Virginia",48360
"Warren County, Virginia",79949
"Washington County, Virginia",61686
"Westmoreland County, Virginia",61545
"Wise County, Virginia",45220
"Wythe County, Virginia",47257
"York County, Virginia",111346
"Alexandria City, Virginia",110115
"Bristol City, Virginia",43123
"Buena Vista City, Virginia",51030
"Charlottesville City, Virginia",67903
"Chesapeake City, Virginia",87127
"Colonial Heights City, Virginia",68456
"Covington City, Virginia",46592
"Danville City, Virginia",40799
"Emporia City, Virginia",43496
"Fairfax City, Virginia",122790
"Falls Church City, Virginia",142513
"Franklin City, Virginia",54594
"Fredericksburg City, Virginia",71217
"Galax City, Virginia",44706
"Hampton City, Virginia",64086
"Harrisonburg City, Virginia",56057
"Hopewell City, Virginia",53098
"Lexington City, Virginia",62382
"Lynchburg city, Virginia",50494
"Manassas city, Virginia",97722
"Manassas Park city, Virginia",90816
"Martinsville city, Virginia",41500
"Newport News city, Virginia",63350
"Norfolk city, Virginia",60030
"Norton city, Virginia",41298
"Petersburg city, Virginia",42385
"Poquoson city, Virginia",109549
"Portsmouth city, Virginia",54843
"Radford city, Virginia",47892
"Richmond city, Virginia",58719
"Roanoke city, Virginia",50425
"Salem city, Virginia",63676
"Staunton city, Virginia",61917
"Suffolk city, Virginia",81858
"Virginia Beach city, Virginia",83066
"Waynesboro city, Virginia",58527
"Williamsburg city, Virginia",67543
"Winchester city, Virginia",60557
"Adams County, Washington",62410
"Asotin County, Washington",65625
"Benton County, Washington",85144
"Chelan County, Washington",81697
"Clallam County, Washington",66693
"Clark County, Washington",91149
"Columbia County, Washington",62935
"Cowlitz County, Washington",71847
"Douglas County, Washington",83870
"Ferry County, Washington",57064
"Franklin County, Washington",77820
"Garfield County, Washington",64413
"Grant County, Washington",63809
"Grays Harbor County, Washington",62258
"Island County, Washington",82717
"Jefferson County, Washington",69176
"King County, Washington",116044
"Kitsap County, Washington",93794
"Kittitas County, Washington",71737
"Klickitat County, Washington",70371
"Lewis County, Washington",67954
"Lincoln County, Washington",68318
"Mason County, Washington",78029
"Okanogan County, Washington",58661
"Pacific County, Washington",55615
"Pend Oreille County, Washington",59332
"Pierce County, Washington",92793
"San Juan County, Washington",84024
"Skagit County, Washington",79118
"Skamania County, Washington",82132
"Snohomish County, Washington",101440
"Spokane County, Washington",69079
"Stevens County, Washington",65748
"Thurston County, Washington",88560
"Wahkiakum County, Washington",70099
"Walla Walla County, Washington",66542
"Whatcom County, Washington",78796
"Whitman County, Washington",54412
"Yakima County, Washington",63058
"Barbour County, West Virginia",46302
"Berkeley County, West Virginia",70829
"Boone County, West Virginia",46508
"Braxton County, West Virginia",43328
"Brooke County, West Virginia",61551
"Cabell County, West Virginia",51017
"Calhoun County, West Virginia",43589
"Clay County, West Virginia",42604
"Doddridge County, West Virginia",47755
"Fayette County, West Virginia",48710
"Gilmer County, West Virginia",44938
"Grant County, West Virginia",58150
"Greenbrier County, West Virginia",45137
"Hampshire County, West Virginia",58266
"Hancock County, West Virginia",58077
"Hardy County, West Virginia",53876
"Harrison County, West Virginia",57764
"Jackson County, West Virginia",54735
"Jefferson County, West Virginia",87259
"Kanawha County, West Virginia",55160
"Lewis County, West Virginia",53283
"Lincoln County, West Virginia",43727
"Logan County, West Virginia",42615
"McDowell County, West Virginia",28972
"Marion County, West Virginia",58855
"Marshall County, West Virginia",51934
"Mason County, West Virginia",48077
"Mercer County, West Virginia",43917
"Mineral County, West Virginia",59669
"Mingo County, West Virginia",35761
"Monongalia County, West Virginia",59094
"Monroe County, West Virginia",53154
"Morgan County, West Virginia",56162
"Nicholas County, West Virginia",46757
"Ohio County, West Virginia",60241
"Pendleton County, West Virginia",52553
"Pleasants County, West Virginia",56391
"Pocahontas County, West Virginia",44553
"Preston County, West Virginia",55965
"Putnam County, West Virginia",80034
"Raleigh County, West Virginia",51317
"Randolph County, West Virginia",49362
"Ritchie County, West Virginia",51965
"Roane County, West Virginia",42697
"Summers County, West Virginia",40569
"Taylor County, West Virginia",53972
"Tucker County, West Virginia",50444
"Tyler County, West Virginia",57560
"Upshur County, West Virginia",47035
"Wayne County, West Virginia",52540
"Webster County, West Virginia",40598
"Wetzel County, West Virginia",48563
"Wirt County, West Virginia",43441
"Wood County, West Virginia",57599
"Wyoming County, West Virginia",39892
"Adams County, Wisconsin",54682
"Ashland County, Wisconsin",56848
"Barron County, Wisconsin",62344
"Bayfield County, Wisconsin",63680
"Brown County, Wisconsin",72398
"Buffalo County, Wisconsin",63969
"Burnett County, Wisconsin",57438
"Calumet County, Wisconsin",85589
"Chippewa County, Wisconsin",74425
"Clark County, Wisconsin",63641
"Columbia County, Wisconsin",78767
"Crawford County, Wisconsin",63862
"Dane County, Wisconsin",85189
"Dodge County, Wisconsin",69681
"Door County, Wisconsin",72296
"Douglas County, Wisconsin",66180
"Dunn County, Wisconsin",71434
"Eau Claire County, Wisconsin",70564
"Florence County, Wisconsin",64512
"Fond du Lac County, Wisconsin",71206
"Forest County, Wisconsin",56118
"Grant County, Wisconsin",63247
"Green County, Wisconsin",79337
"Green Lake County, Wisconsin",66070
"Iowa County, Wisconsin",76404
"Iron County, Wisconsin",60694
"Jackson County, Wisconsin",64344
"Jefferson County, Wisconsin",78728
"Juneau County, Wisconsin",61904
"Kenosha County, Wisconsin",75067
"Kewaunee County, Wisconsin",73717
"La Crosse County, Wisconsin",70075
"Lafayette County, Wisconsin",67311
"Langlade County, Wisconsin",57745
"Lincoln County, Wisconsin",59637
"Manitowoc County, Wisconsin",62910
"Marathon County, Wisconsin",70955
"Marinette County, Wisconsin",58554
"Marquette County, Wisconsin",58197
"Menominee County, Wisconsin",51623
"Milwaukee County, Wisconsin",58375
"Monroe County, Wisconsin",65232
"Oconto County, Wisconsin",68127
"Oneida County, Wisconsin",62242
"Outagamie County, Wisconsin",78808
"Ozaukee County, Wisconsin",97778
"Pepin County, Wisconsin",69535
"Pierce County, Wisconsin",85508
"Polk County, Wisconsin",73982
"Portage County, Wisconsin",71360
"Price County, Wisconsin",53883
"Racine County, Wisconsin",72331
"Richland County, Wisconsin",67086
"Rock County, Wisconsin",67430
"Rusk County, Wisconsin",56410
"St. Croix County, Wisconsin",97589
"Sauk County, Wisconsin",70484
"Sawyer County, Wisconsin",60034
"Shawano County, Wisconsin",66733
"Sheboygan County, Wisconsin",65008
"Taylor County, Wisconsin",67544
"Trempealeau County, Wisconsin",68184
"Vernon County, Wisconsin",67812
"Vilas County, Wisconsin",63356
"Walworth County, Wisconsin",73723
"Washburn County, Wisconsin",59221
"Washington County, Wisconsin",90313
"Waukesha County, Wisconsin",99525
"Waupaca County, Wisconsin",65960
"Waushara County, Wisconsin",55982
"Winnebago County, Wisconsin",69887
"Wood County, Wisconsin",64408
"Albany County, Wyoming",53537
"Big Horn County, Wyoming",59702
"Campbell County, Wyoming",89870
"Carbon County, Wyoming",66225
"Converse County, Wyoming",78015
"Crook County, Wyoming",70196
"Fremont County, Wyoming",55125
"Goshen County, Wyoming",58720
"Hot Springs County, Wyoming",64734
"Johnson County, Wyoming",70067
"Laramie County, Wyoming",71956
"Lincoln County, Wyoming",93044
"Natrona County, Wyoming",70142
"Niobrara County, Wyoming",54573
"Park County, Wyoming",69802
"Platte County, Wyoming",61185
"Sheridan County, Wyoming",70224
"Sublette County, Wyoming",85649
"Sweetwater County, Wyoming",75779
"Teton County, Wyoming",127677
"Uinta County, Wyoming",73072
"Washakie County, Wyoming",60699
"Weston County, Wyoming",67677
